seller_active_quarter,year,quarter,seller_id,is_churn,n_orders,n_approved_orders,n_delivered_carrier,n_orders_late_to_carrier,n_delivered_customers,sales,n_orders_late_to_customer,median_approve_time,median_review_score,tenure_months,last_month_active_quarter,n_months_active_quarter,seller_city,seller_state
2018Q2,2018,2,seller_2340,,33,33,38,2,48,35300.92,6,24.3,4.0,18,3,3,santa barbara d´oeste,SP
2018Q2,2018,2,seller_2963,,15,15,15,1,12,1244.9,1,21.05,4.5,8,3,3,londrina,PR
2018Q2,2018,2,seller_261,,5,5,5,0,3,439.97,0,497.15,5.0,5,3,3,blumenau,SC
2018Q2,2018,2,seller_1098,,8,8,8,0,13,787.7,3,19.491666666666667,4.0,18,3,3,santo andre,SP
2018Q2,2018,2,seller_2964,,15,15,16,0,15,957.59,1,19.2,5.0,5,3,3,cascavel,PR
2018Q2,2018,2,seller_1155,,2,2,2,0,2,201.0,0,21.783333333333335,5.0,2,3,2,sao roque,SP
2018Q2,2018,2,seller_1892,,9,9,9,0,12,1135.95,3,19.516666666666666,5.0,17,3,3,assis,SP
2018Q2,2018,2,seller_2936,,14,14,14,0,14,1274.6000000000001,0,42.00833333333333,4.5,7,3,3,ferraz de vasconcelos,SP
2018Q2,2018,2,seller_443,,16,16,16,0,19,1433.2,1,39.208333333333336,5.0,14,3,3,santo andre,SP
2018Q2,2018,2,seller_2321,,37,37,38,0,39,1146.6,5,29.033333333333335,4.0,15,3,3,brasilia,DF
2018Q2,2018,2,seller_2361,,5,5,5,0,4,689.6,0,488.01666666666665,1.0,3,3,3,rio do sul,SC
2018Q2,2018,2,seller_651,,5,5,5,0,4,369.5,0,80.58333333333333,4.0,2,3,2,rio de janeiro,RJ
2018Q2,2018,2,seller_95,,7,7,7,0,8,579.2,0,20.05,4.5,4,3,3,mirassol,SP
2018Q2,2018,2,seller_1437,,82,82,84,1,83,13243.3,15,24.216666666666665,4.5,6,3,3,ibitinga,SP
2018Q2,2018,2,seller_1933,,16,16,16,1,16,1798.4,1,24.733333333333334,5.0,11,3,3,curitiba,PR
2018Q2,2018,2,seller_254,,6,5,5,0,5,136.65,0,87.46666666666667,5.0,2,3,2,santo andre,SP
2018Q2,2018,2,seller_2673,,45,45,45,0,45,3463.0,4,51.516666666666666,5.0,6,3,3,penapolis,SP
2018Q2,2018,2,seller_2215,,22,22,23,1,23,852.6,1,25.5,5.0,19,3,3,sete lagoas,MG
2018Q2,2018,2,seller_46,,15,15,8,3,9,1640.7,0,15.616666666666667,2.0,16,3,3,congonhal,MG
2018Q2,2018,2,seller_2461,,9,9,9,0,12,1263.7,0,21.183333333333334,5.0,14,3,3,canoas,RS
2018Q2,2018,2,seller_1615,,17,17,17,0,19,628.05,2,51.63333333333333,5.0,14,3,3,curitiba,PR
2018Q2,2018,2,seller_1954,,12,12,12,1,18,2318.0,2,26.333333333333332,5.0,6,3,3,maringa,PR
2018Q2,2018,2,seller_472,,32,32,35,1,48,4871.9,3,70.41666666666667,5.0,7,3,3,maringa,PR
2018Q2,2018,2,seller_1314,,41,40,41,0,39,4186.0,2,22.608333333333334,5.0,7,3,3,ribeirao pires,SP
2018Q2,2018,2,seller_2575,,12,12,12,0,10,500.59999999999997,1,34.575,5.0,10,3,3,sao paulo,SP
2018Q2,2018,2,seller_232,,5,5,6,0,7,714.87,2,31.533333333333335,5.0,5,3,2,bauru,SP
2018Q2,2018,2,seller_2296,,22,22,22,2,35,2470.41,5,19.833333333333332,5.0,13,3,3,sao goncalo,RJ
2018Q2,2018,2,seller_2023,,3,3,3,0,2,161.98,0,2059.5833333333335,4.0,5,3,2,franca,SP
2018Q2,2018,2,seller_382,,38,38,37,0,39,1031.5,2,21.983333333333334,5.0,12,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_2876,,6,6,6,0,6,1683.98,0,67.73333333333333,5.0,13,3,3,sao paulo,SP
2018Q2,2018,2,seller_660,,49,49,49,0,46,3816.0,5,24.966666666666665,5.0,3,3,3,presidente prudente,SP
2018Q2,2018,2,seller_2823,,28,28,28,0,29,1238.29,4,25.05,5.0,5,3,3,sao paulo,SP
2018Q2,2018,2,seller_1572,,34,34,36,4,40,1806.3,1,24.683333333333334,5.0,9,3,3,sao paulo,SP
2018Q2,2018,2,seller_932,,2,2,3,0,3,276.0,0,11.216666666666667,5.0,3,3,2,muriae,MG
2018Q2,2018,2,seller_276,,30,29,28,0,32,3439.9,3,24.833333333333332,4.0,14,3,3,ibitinga,SP
2018Q2,2018,2,seller_616,,15,15,14,0,13,1835.49,1,24.683333333333334,5.0,11,3,3,fronteira,MG
2018Q2,2018,2,seller_29,,15,15,14,0,19,1621.69,5,18.65,5.0,8,3,3,tatui,SP
2018Q2,2018,2,seller_2793,,1,1,1,0,1,60.0,0,1016.6333333333333,5.0,1,2,1,jundiai,SP
2018Q2,2018,2,seller_245,,8,8,8,0,8,889.2,0,1700.3666666666666,4.0,7,3,3,sao bernardo do campo,SP
2018Q2,2018,2,seller_1017,,9,9,9,0,8,925.5600000000001,0,22.6,4.0,16,3,3,cotia,SP
2018Q2,2018,2,seller_861,,22,22,21,0,22,4033.2,1,23.408333333333335,5.0,11,3,3,porto alegre,RS
2018Q2,2018,2,seller_2166,,3,3,3,0,3,1397.8,0,1291.3166666666666,5.0,2,2,2,campinas,SP
2018Q2,2018,2,seller_573,,4,4,4,1,4,1503.0,0,314.46666666666664,4.5,17,3,3,sao paulo,SP
2018Q2,2018,2,seller_395,,9,9,9,0,9,451.2,0,30.4,5.0,5,3,3,sao paulo,SP
2018Q2,2018,2,seller_3012,,16,16,17,0,19,2429.8,1,20.575,5.0,12,3,3,juiz de fora,MG
2018Q2,2018,2,seller_1966,,129,131,132,0,136,4594.48,6,30.266666666666666,5.0,6,3,3,campinas,SP
2018Q2,2018,2,seller_1895,,10,10,10,0,10,760.1,0,57.975,5.0,3,3,3,patos de minas,MG
2018Q2,2018,2,seller_2036,,45,45,45,0,55,4984.44,13,28.283333333333335,5.0,18,3,3,santa barbara d'oeste,SP
2018Q2,2018,2,seller_2573,,28,28,28,1,30,4681.6,8,525.1083333333333,4.0,13,3,3,pirituba,SP
2018Q2,2018,2,seller_370,,15,15,16,1,15,2985.9,0,24.466666666666665,5.0,17,3,3,sao paulo,SP
2018Q2,2018,2,seller_870,,7,7,6,1,6,1298.0,0,227.4,3.0,3,3,3,toledo,PR
2018Q2,2018,2,seller_1230,,9,9,9,0,9,2223.1,1,253.31666666666666,4.0,10,3,3,varginha,MG
2018Q2,2018,2,seller_2037,,3,3,3,0,3,246.0,1,15.733333333333333,3.0,2,2,2,sao paulo,SP
2018Q2,2018,2,seller_2973,,46,46,44,1,44,1620.1,5,32.833333333333336,4.0,10,3,3,sao paulo,SP
2018Q2,2018,2,seller_1820,,11,11,11,0,11,1116.74,2,23.283333333333335,3.5,3,3,3,sao paulo,SP
2018Q2,2018,2,seller_1541,,16,16,17,2,20,2052.68,3,28.975,4.0,10,3,3,sao paulo,SP
2018Q2,2018,2,seller_1707,,5,5,5,0,7,681.0,0,57.88333333333333,5.0,4,3,3,sao paulo,SP
2018Q2,2018,2,seller_2746,,164,164,161,0,176,23917.7,16,31.391666666666666,5.0,17,3,3,ilicinea,MG
2018Q2,2018,2,seller_119,,4,4,4,0,1,30.0,0,14.533333333333333,5.0,1,3,1,sao paulo,SP
2018Q2,2018,2,seller_1691,,49,49,48,1,37,5206.0,0,25.15,4.0,2,3,2,brusque,SC
2018Q2,2018,2,seller_757,,12,12,12,0,8,769.97,0,27.691666666666666,5.0,2,3,2,sao paulo,SP
2018Q2,2018,2,seller_2968,,6,6,5,0,5,2438.9,0,18.575,5.0,5,3,2,curitiba,PR
2018Q2,2018,2,seller_2058,,12,12,14,0,19,1195.33,4,26.716666666666665,4.0,13,3,3,sao paulo,SP
2018Q2,2018,2,seller_1041,,11,11,9,1,3,503.3,0,23.133333333333333,5.0,1,3,1,novo hamburgo,RS
2018Q2,2018,2,seller_2099,,8,8,7,0,6,599.9399999999999,0,966.5166666666667,5.0,3,3,3,contagem,MG
2018Q2,2018,2,seller_705,,3,3,3,0,3,291.0,0,659.7166666666667,5.0,6,2,2,porto alegre,RS
2018Q2,2018,2,seller_609,,3,3,3,2,4,1160.0,2,11.483333333333333,2.5,4,2,2,santo andre,SP
2018Q2,2018,2,seller_1529,,20,20,20,0,28,4244.72,5,629.525,5.0,12,3,3,sao paulo,SP
2018Q2,2018,2,seller_234,,67,67,63,1,58,7488.76,5,33.46666666666667,4.0,4,3,3,salto,SP
2018Q2,2018,2,seller_33,,27,27,28,0,29,844.9,2,24.966666666666665,5.0,5,3,3,sao paulo,SP
2018Q2,2018,2,seller_2397,,29,29,29,0,28,10016.1,1,728.9,5.0,9,3,3,garca,SP
2018Q2,2018,2,seller_1848,,5,5,5,0,5,299.5,0,732.7833333333333,5.0,11,3,2,umuarama,PR
2018Q2,2018,2,seller_2389,,6,6,6,0,3,329.7,0,389.28333333333336,5.0,1,3,1,maringa,PR
2018Q2,2018,2,seller_2816,,25,25,25,0,24,1611.67,1,29.483333333333334,5.0,3,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_3067,,4,4,4,0,0,0.0,0,20.108333333333334,0.0,1,3,1,rio de janeiro,RJ
2018Q2,2018,2,seller_2644,,4,4,4,0,5,549.5,2,1476.3416666666667,5.0,7,2,1,sao paulo,SP
2018Q2,2018,2,seller_426,,35,35,33,3,30,5257.4,4,28.666666666666668,5.0,16,3,3,maringa,PR
2018Q2,2018,2,seller_62,,24,24,22,0,20,908.7900000000001,3,28.608333333333334,5.0,5,3,3,sao carlos,SP
2018Q2,2018,2,seller_880,,1,1,1,0,0,0.0,0,15.483333333333333,0.0,1,3,1,formosa,GO
2018Q2,2018,2,seller_243,,20,20,20,0,19,2640.7200000000003,1,241.075,5.0,17,3,3,sao ludgero,SC
2018Q2,2018,2,seller_1093,,7,7,7,0,8,1707.9,1,30.2,5.0,7,2,2,araucaria,PR
2018Q2,2018,2,seller_2279,,20,20,21,2,22,870.6999999999999,3,76.725,4.0,13,3,3,sao paulo,SP
2018Q2,2018,2,seller_1474,,7,7,7,0,6,3049.3599999999997,0,33.2,5.0,17,3,3,santo angelo,RS
2018Q2,2018,2,seller_2634,,11,11,11,1,11,1547.0,0,345.48333333333335,4.0,4,3,3,londrina,PR
2018Q2,2018,2,seller_2002,,35,35,35,3,36,4317.49,3,24.95,5.0,16,3,3,sao paulo,SP
2018Q2,2018,2,seller_130,,14,14,14,0,13,2844.86,2,20.583333333333332,2.5,5,3,3,sao paulo,SP
2018Q2,2018,2,seller_2470,,5,5,5,0,5,60.0,0,20.233333333333334,5.0,2,3,2,blumenau,SC
2018Q2,2018,2,seller_9,,25,25,25,0,33,13505.099999999999,6,208.15,5.0,18,3,3,curitiba,PR
2018Q2,2018,2,seller_2549,,2,2,2,0,2,90.0,0,14.85,5.0,4,1,1,sao paulo,SP
2018Q2,2018,2,seller_1885,,61,61,61,0,61,5671.17,3,24.75,5.0,7,3,3,sorocaba,SP
2018Q2,2018,2,seller_501,,23,23,24,0,30,1712.1,8,20.0,4.0,16,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_672,,22,22,22,0,22,1521.5,0,35.06666666666667,5.0,3,3,3,bauru,SP
2018Q2,2018,2,seller_2948,,13,13,13,2,13,1086.66,0,34.63333333333333,4.0,4,3,3,sao paulo,SP
2018Q2,2018,2,seller_1276,,1,1,0,0,0,0.0,0,26.333333333333332,0.0,1,2,1,sao paulo,SP
2018Q2,2018,2,seller_802,,4,4,4,0,3,395.70000000000005,0,25.975,4.0,1,3,1,mogi das cruses,SP
2018Q2,2018,2,seller_836,,2,2,1,1,1,64.99,0,1154.8,1.0,4,2,2,igaracu do tiete,SP
2018Q2,2018,2,seller_73,,67,67,66,0,58,8035.34,6,25.633333333333333,5.0,16,3,3,araguari,MG
2018Q2,2018,2,seller_793,,15,15,15,1,19,2624.1,1,25.083333333333332,5.0,15,3,3,joinville,SC
2018Q2,2018,2,seller_149,,23,23,23,2,25,4153.3099999999995,4,29.633333333333333,5.0,8,3,3,diadema,SP
2018Q2,2018,2,seller_1912,,16,16,16,0,14,1860.9,0,26.358333333333334,5.0,2,3,2,sao jose do rio preto,SP
2018Q2,2018,2,seller_1701,,14,14,14,0,16,2573.3,1,17.85,5.0,7,2,2,curitiba,PR
2018Q2,2018,2,seller_2367,,16,16,16,0,18,536.93,4,485.4583333333333,5.0,18,3,3,sao paulo,SP
2018Q2,2018,2,seller_1958,,26,25,26,0,30,3005.67,5,25.883333333333333,4.0,17,3,3,ibitinga,SP
2018Q2,2018,2,seller_2469,,2,2,3,0,6,742.0,2,23.3,4.5,5,3,2,santa rosa de viterbo,SP
2018Q2,2018,2,seller_459,,8,8,9,2,8,255.2,2,19.391666666666666,4.0,4,3,3,ribeirao preto,SP
2018Q2,2018,2,seller_2578,,6,6,6,0,9,1376.7,4,23.891666666666666,3.0,5,3,3,ibitinga,SP
2018Q2,2018,2,seller_725,,13,14,14,0,29,1000.3,10,19.358333333333334,4.0,12,1,1,limeira,SP
2018Q2,2018,2,seller_2529,,14,14,14,1,14,538.3,2,35.791666666666664,5.0,14,3,3,sao paulo,SP
2018Q2,2018,2,seller_2033,,3,3,4,0,5,169.5,0,2621.2,4.0,6,1,1,florianopolis,SP
2018Q2,2018,2,seller_2129,,18,18,18,0,21,1940.31,3,21.291666666666668,4.0,17,2,2,louveira,SP
2018Q2,2018,2,seller_2123,,1,1,0,0,0,0.0,0,28.966666666666665,0.0,2,3,1,sao jose do rio preto,SP
2018Q2,2018,2,seller_2282,,8,8,8,1,8,554.6,2,21.733333333333334,4.0,4,3,2,sao paulo,SP
2018Q2,2018,2,seller_2209,,17,17,16,0,15,3270.0,0,20.883333333333333,5.0,14,3,3,sao jose do rio preto,SP
2018Q2,2018,2,seller_2932,,27,27,27,1,30,4227.0,0,27.9,5.0,12,3,3,baependi,MG
2018Q2,2018,2,seller_1890,,2,2,2,0,2,184.7,0,732.1666666666666,5.0,15,3,2,santa barbara d'oeste,SP
2018Q2,2018,2,seller_285,,17,17,17,0,18,1922.69,1,16.1,5.0,19,3,3,joinville,SC
2018Q2,2018,2,seller_2460,,18,18,18,0,15,2950.98,0,25.083333333333332,5.0,8,3,3,navegantes,SC
2018Q2,2018,2,seller_1493,,13,13,15,0,17,1629.3799999999999,1,23.283333333333335,5.0,17,3,3,campinas,SP
2018Q2,2018,2,seller_1815,,80,80,80,2,83,12066.2,6,29.816666666666666,5.0,9,3,3,curitiba,PR
2018Q2,2018,2,seller_1480,,15,15,15,9,14,2956.0,1,23.5,4.5,8,3,3,belo horizonte,MG
2018Q2,2018,2,seller_754,,10,11,11,1,14,2124.14,2,1443.55,5.0,17,3,3,sao paulo,SP
2018Q2,2018,2,seller_105,,21,21,21,1,20,1308.18,0,27.583333333333332,5.0,9,3,3,assis,SP
2018Q2,2018,2,seller_2323,,19,19,18,0,18,5606.82,0,23.1,4.5,11,3,3,itajai,SC
2018Q2,2018,2,seller_1897,,5,5,5,0,5,109.47,0,1339.1166666666666,4.0,3,3,3,garulhos,SP
2018Q2,2018,2,seller_999,,10,10,8,0,10,655.0,0,25.925,5.0,5,3,2,aruja,SP
2018Q2,2018,2,seller_848,,3,3,2,0,2,66.99,0,13.033333333333333,4.5,9,3,3,sao paulo,SP
2018Q2,2018,2,seller_435,,9,9,9,0,10,1278.0,0,17.633333333333333,4.5,17,3,3,icara,SC
2018Q2,2018,2,seller_1533,,11,11,11,0,18,1636.2800000000002,4,22.1,4.0,14,2,2,brasilia,DF
2018Q2,2018,2,seller_76,,39,39,41,3,46,1878.28,7,32.333333333333336,4.0,6,3,3,ibitinga,SP
2018Q2,2018,2,seller_2428,,8,8,8,0,8,832.0,0,23.558333333333334,4.0,9,3,3,dois corregos,SP
2018Q2,2018,2,seller_2990,,2,2,1,0,1,99.9,0,1277.8083333333334,5.0,3,3,2,sao paulo,SP
2018Q2,2018,2,seller_2724,,23,24,24,0,26,1146.8,3,28.358333333333334,5.0,12,3,3,sao paulo,SP
2018Q2,2018,2,seller_1247,,12,12,12,0,12,2185.5,0,24.741666666666667,5.0,3,3,3,vargem grande paulista,SP
2018Q2,2018,2,seller_89,,20,20,19,0,21,6511.0,4,49.266666666666666,5.0,11,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_2555,,12,12,12,0,12,762.9,0,68.26666666666667,5.0,3,3,3,caxias do sul,RS
2018Q2,2018,2,seller_307,,19,19,20,0,31,1683.54,5,24.816666666666666,5.0,16,3,3,sao jose do rio preto,SP
2018Q2,2018,2,seller_917,,8,8,8,0,11,1068.0,2,78.53333333333333,5.0,6,3,3,limeira,SP
2018Q2,2018,2,seller_1496,,41,41,43,1,57,2887.9,11,27.466666666666665,5.0,9,3,3,mogi das cruzes,SP
2018Q2,2018,2,seller_1154,,14,14,14,0,14,2558.6,0,21.925,5.0,12,3,3,campo largo,PR
2018Q2,2018,2,seller_2771,,1,1,1,0,1,9.6,0,19.05,5.0,11,1,1,sao paulo,SP
2018Q2,2018,2,seller_1845,,7,7,6,0,8,645.0,2,20.083333333333332,4.0,13,3,3,santo andre,SP
2018Q2,2018,2,seller_1888,,7,7,7,0,7,349.93,0,315.6166666666667,5.0,7,3,3,sao paulo,SP
2018Q2,2018,2,seller_2400,,5,5,5,1,5,155.8,0,437.5,4.0,2,3,2,sao paulo,SP
2018Q2,2018,2,seller_2050,,9,9,8,0,6,528.06,0,28.133333333333333,5.0,2,3,2,sao joao del rei,MG
2018Q2,2018,2,seller_273,,1,1,1,0,0,0.0,0,811.65,0.0,1,3,1,sao paulo,SP
2018Q2,2018,2,seller_2838,,14,14,15,0,15,2723.8,0,21.441666666666666,5.0,5,3,3,caxias do sul,RS
2018Q2,2018,2,seller_1624,,15,15,14,0,11,1462.0,0,20.916666666666668,5.0,3,3,3,botucatu,SP
2018Q2,2018,2,seller_2158,,20,20,20,0,19,805.89,0,23.483333333333334,4.0,14,3,3,sao paulo,SP
2018Q2,2018,2,seller_2057,,24,24,24,0,27,1100.7,5,22.866666666666667,4.0,7,3,3,ibitinga,SP
2018Q2,2018,2,seller_2891,,7,7,7,1,8,6530.0,1,735.7,4.5,17,3,3,sao paulo,SP
2018Q2,2018,2,seller_162,,1,1,1,0,0,0.0,0,14.35,0.0,1,3,1,sao paulo,SP
2018Q2,2018,2,seller_695,,48,48,52,0,51,1962.6999999999998,0,24.525,5.0,6,3,3,sao paulo,SP
2018Q2,2018,2,seller_618,,2,2,2,0,3,539.9,0,52.46666666666667,4.0,9,2,2,pilar do sul,SP
2018Q2,2018,2,seller_1065,,29,29,30,1,47,2654.84,10,20.533333333333335,5.0,6,3,2,indaiatuba,SP
2018Q2,2018,2,seller_421,,13,14,14,0,14,1523.6000000000001,4,24.466666666666665,4.5,8,3,3,ibitinga,SP
2018Q2,2018,2,seller_396,,17,17,17,0,17,6650.1,0,33.1,5.0,4,3,3,sao paulo,SP
2018Q2,2018,2,seller_505,,4,4,4,0,5,160.7,1,24.608333333333334,5.0,5,3,2,colombo,PR
2018Q2,2018,2,seller_2410,,7,7,7,0,6,56.45,0,16.933333333333334,3.0,5,3,2,cotia,SP
2018Q2,2018,2,seller_2524,,7,7,7,1,8,1442.0,0,19.833333333333332,5.0,3,2,2,sao paulo,SP
2018Q2,2018,2,seller_2686,,11,11,11,0,13,4765.6,2,23.133333333333333,5.0,10,3,2,bauru,SP
2018Q2,2018,2,seller_1061,,1,1,1,1,1,359.9,1,44.35,2.0,9,1,1,blumenau,SC
2018Q2,2018,2,seller_985,,25,25,26,0,33,7371.0,8,1439.7666666666667,5.0,12,3,3,uberlandia,MG
2018Q2,2018,2,seller_2774,,19,19,17,9,20,1494.0,5,160.28333333333333,4.0,4,3,3,atibaia,SP
2018Q2,2018,2,seller_2205,,58,58,58,0,61,5853.45,2,24.883333333333333,5.0,6,3,3,guarulhos,SP
2018Q2,2018,2,seller_1904,,19,19,17,2,19,376.88,3,27.083333333333332,4.0,12,3,3,sao paulo,SP
2018Q2,2018,2,seller_1355,,8,8,8,0,8,917.9,0,25.475,5.0,7,3,3,bauru,SP
2018Q2,2018,2,seller_2485,,2,2,2,0,4,245.95000000000002,0,519.5,5.0,4,1,1,maringa,PR
2018Q2,2018,2,seller_1478,,6,6,7,0,7,615.53,1,19.083333333333332,5.0,15,3,3,jaboticabal,SP
2018Q2,2018,2,seller_1941,,3,3,3,1,3,293.94,0,20.15,4.5,3,2,2,sao paulo,SP
2018Q2,2018,2,seller_1535,,42,42,52,10,54,6020.9,10,25.433333333333334,4.0,14,3,3,itatiba,SP
2018Q2,2018,2,seller_1720,,9,9,9,0,9,1007.89,0,23.983333333333334,5.0,3,3,3,curitiba,PR
2018Q2,2018,2,seller_339,,3,3,4,0,4,269.6,1,43.95,5.0,15,1,1,sao paulo,SP
2018Q2,2018,2,seller_664,,9,9,9,0,14,3667.0,1,15.2,5.0,17,3,3,serra negra,SP
2018Q2,2018,2,seller_1009,,10,10,10,0,11,1447.79,1,19.975,5.0,7,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_783,,36,36,39,0,46,4850.42,4,22.866666666666667,5.0,8,3,3,belo horizonte,MG
2018Q2,2018,2,seller_1169,,29,29,29,0,25,2816.34,1,26.016666666666666,5.0,2,3,2,sao paulo,SP
2018Q2,2018,2,seller_2434,,6,6,6,0,6,449.40000000000003,0,26.575,5.0,3,3,2,ibitinga,SP
2018Q2,2018,2,seller_2314,,9,9,8,0,7,395.81,0,20.116666666666667,4.0,3,3,3,sao paulo,SP
2018Q2,2018,2,seller_938,,3,3,3,0,3,279.0,1,21.25,5.0,2,3,2,sao jose do rio preto,SP
2018Q2,2018,2,seller_2773,,9,9,9,0,9,767.64,0,12.933333333333334,5.0,18,3,3,sao paulo,SP
2018Q2,2018,2,seller_2696,,5,5,5,0,6,947.2,2,31.516666666666666,5.0,5,3,3,maringa,PR
2018Q2,2018,2,seller_2495,,7,7,7,2,3,461.9,0,22.8,5.0,5,3,3,curitiba,PR
2018Q2,2018,2,seller_83,,3,3,3,0,3,306.0,0,24.933333333333334,2.0,16,3,2,jaboticabal,SP
2018Q2,2018,2,seller_721,,6,6,6,0,5,496.3,0,25.758333333333333,5.0,3,3,3,santo andre,SP
2018Q2,2018,2,seller_2421,,3,3,3,0,3,126.64,0,25.3,5.0,2,3,2,auriflama,SP
2018Q2,2018,2,seller_2377,,9,9,9,0,9,1771.9,0,13.683333333333334,3.0,9,3,3,botucatu,SP
2018Q2,2018,2,seller_2582,,21,21,21,1,22,6885.63,3,53.833333333333336,5.0,12,3,3,salto,SP
2018Q2,2018,2,seller_67,,21,21,19,0,22,2285.81,3,111.95,5.0,18,3,3,sao paulo,SP
2018Q2,2018,2,seller_2733,,4,4,4,0,3,207.48000000000002,0,14.241666666666667,5.0,2,3,2,uberlandia,MG
2018Q2,2018,2,seller_2453,,10,10,10,0,5,5799.0,0,50.35,4.5,2,3,2,guanambi,BA
2018Q2,2018,2,seller_1411,,7,7,7,5,6,974.49,2,15.233333333333333,3.5,7,3,3,divinopolis,MG
2018Q2,2018,2,seller_2661,,12,12,12,0,11,897.89,0,21.233333333333334,5.0,9,3,3,araraquara,SP
2018Q2,2018,2,seller_1380,,3,3,3,0,3,545.0,0,23.633333333333333,4.0,2,3,2,sao jose dos pinhas,PR
2018Q2,2018,2,seller_2465,,4,4,3,2,3,56.849999999999994,2,22.925,1.0,8,3,3,maringa,PR
2018Q2,2018,2,seller_308,,14,14,14,0,13,1397.79,0,24.383333333333333,5.0,3,3,3,sao paulo,SP
2018Q2,2018,2,seller_2152,,4,4,4,0,5,262.99,1,730.275,4.0,15,3,2,fernandopolis,SP
2018Q2,2018,2,seller_77,,15,16,16,0,17,1114.47,1,37.233333333333334,5.0,18,3,3,sao bernardo do campo,SP
2018Q2,2018,2,seller_2615,,9,9,9,0,11,2801.4,2,380.5833333333333,5.0,6,2,2,porto alegre,RS
2018Q2,2018,2,seller_719,,4,4,4,0,5,1337.5,2,223.475,5.0,3,1,1,rio de janeiro,RJ
2018Q2,2018,2,seller_1717,,19,19,19,0,21,5406.05,2,23.15,5.0,6,3,3,registro,SP
2018Q2,2018,2,seller_216,,2,2,2,0,2,77.5,0,20.05,4.0,2,3,2,campina grande,PB
2018Q2,2018,2,seller_2675,,29,29,27,1,26,3239.72,5,56.333333333333336,5.0,3,3,3,votorantim,SP
2018Q2,2018,2,seller_975,,16,16,18,0,22,3765.0,2,22.358333333333334,5.0,10,3,3,sao paulo,SP
2018Q2,2018,2,seller_1830,,8,8,8,0,8,555.58,0,60.69166666666667,5.0,3,2,2,sao paulo,SP
2018Q2,2018,2,seller_1689,,11,11,11,2,13,1207.73,2,25.65,4.0,5,2,2,sao paulo,SP
2018Q2,2018,2,seller_439,,1,1,1,0,1,899.9,0,1103.3833333333334,5.0,1,2,1,sao paulo,SP
2018Q2,2018,2,seller_1822,,4,4,4,0,4,639.6,0,19.491666666666667,5.0,2,2,1,catanduva,SP
2018Q2,2018,2,seller_1769,,4,4,4,0,6,1158.0,0,48.141666666666666,5.0,13,3,3,curitiba,PR
2018Q2,2018,2,seller_837,,3,3,3,0,2,356.8,0,63.15,5.0,10,3,3,americana,SP
2018Q2,2018,2,seller_497,,4,4,3,0,13,1440.36,4,347.28333333333336,4.0,4,2,2,ribeirao preto,SP
2018Q2,2018,2,seller_1415,,3,3,3,0,4,313.4,1,14.9,5.0,18,3,2,canoinhas,SC
2018Q2,2018,2,seller_1170,,5,5,5,0,5,2901.0,0,62.96666666666667,5.0,4,3,3,sao paulo,SP
2018Q2,2018,2,seller_1164,,1,1,1,0,1,24.9,0,1394.3,5.0,1,3,1,sao paulo,SP
2018Q2,2018,2,seller_2807,,19,19,18,0,23,1460.6000000000001,4,23.766666666666666,5.0,14,3,3,sao paulo,SP
2018Q2,2018,2,seller_51,,9,9,8,5,12,6022.0,2,42.8,5.0,5,2,2,osasco,SP
2018Q2,2018,2,seller_1096,,1,1,1,0,1,390.0,0,932.5833333333334,5.0,1,3,1,belo horizonte,MG
2018Q2,2018,2,seller_2921,,29,29,28,0,28,2864.0,1,26.433333333333334,5.0,14,3,3,santo andre,SP
2018Q2,2018,2,seller_1396,,29,29,30,1,30,2509.9,2,28.166666666666668,4.0,16,3,3,sao paulo,SP
2018Q2,2018,2,seller_1402,,17,17,18,1,20,4593.2,5,18.683333333333334,5.0,16,3,3,limeira,SP
2018Q2,2018,2,seller_1016,,3,3,3,0,3,354.95,0,17.233333333333334,5.0,5,2,2,laurentino,SC
2018Q2,2018,2,seller_251,,1,1,1,0,1,299.8,0,1438.55,5.0,4,2,1,rio de janeiro,RJ
2018Q2,2018,2,seller_1303,,18,18,18,0,22,1060.93,0,22.566666666666666,5.0,15,3,3,itajai,SP
2018Q2,2018,2,seller_2708,,6,6,6,0,8,581.59,0,23.591666666666665,5.0,4,3,3,pinhalao,PR
2018Q2,2018,2,seller_1745,,11,11,14,1,14,382.5,2,103.68333333333334,4.0,15,3,3,sao paulo,SP
2018Q2,2018,2,seller_2989,,22,22,22,0,28,2453.9,2,38.11666666666667,5.0,14,3,3,belo horizonte,MG
2018Q2,2018,2,seller_2976,,6,6,5,1,5,243.5,0,530.0583333333333,5.0,3,3,3,ibitinga,SP
2018Q2,2018,2,seller_1426,,28,28,29,3,31,3610.0,3,22.75,5.0,4,3,3,rio de janeiro,RJ
2018Q2,2018,2,seller_970,,5,5,5,1,7,1603.0,2,16.3,1.0,4,3,2,coronel fabriciano,MG
2018Q2,2018,2,seller_1046,,2,2,2,0,2,94.89,0,125.1,4.5,2,2,2,torres,RS
2018Q2,2018,2,seller_1515,,8,8,7,1,8,1759.2,2,24.208333333333332,5.0,15,3,3,uba,MG
